sequence,zip,lat,lon,state
733,08362,39.4862,-75.0257,NJ
734,08360,39.4818,-75.0091,NJ
735,08361,39.4655,-74.9653,NJ
736,08341,39.5155,-74.9467,NJ
737,08326,39.5239,-74.9377,NJ
738,08310,39.537,-74.8895,NJ
739,08346,39.5645,-74.859,NJ
740,08342,39.5021,-74.8335,NJ
741,08350,39.485,-74.8776,NJ
742,08340,39.4451,-74.8667,NJ
743,08317,39.4031,-74.8316,NJ
744,08319,39.3783,-74.8165,NJ
745,08270,39.2716,-74.7968,NJ
746,08250,39.2901,-74.7538,NJ
747,08330,39.432,-74.6962,NJ
748,08234,39.3741,-74.6118,NJ
749,08244,39.3223,-74.6008,NJ
750,08221,39.3469,-74.5807,NJ
751,08225,39.3703,-74.5552,NJ
752,08232,39.3876,-74.5149,NJ
753,08201,39.4218,-74.4949,NJ
754,08205,39.4745,-74.4575,NJ
755,08203,39.4101,-74.3646,NJ
756,08405,39.3643,-74.4229,NJ
757,08401,39.3664,-74.4317,NJ
758,08406,39.346,-74.4723,NJ
759,08402,39.3286,-74.509,NJ
760,08403,39.3194,-74.5356,NJ
761,08226,39.2709,-74.5875,NJ
762,08223,39.2586,-74.6593,NJ
763,08248,39.1992,-74.6554,NJ
764,08230,39.2154,-74.7075,NJ
765,08243,39.154,-74.7005,NJ
766,08210,39.1378,-74.7806,NJ
767,08202,39.0951,-74.7262,NJ
768,08247,39.0533,-74.762,NJ
769,08246,39.0565,-74.8166,NJ
770,08219,39.0565,-74.8166,NJ
771,08245,39.1,-74.8487,NJ
772,08252,39.0421,-74.8618,NJ
773,08260,38.9949,-74.838,NJ
774,08242,39.0196,-74.8756,NJ
775,08251,39.0219,-74.9354,NJ
776,08204,38.9711,-74.9214,NJ
777,08212,38.9372,-74.9654,NJ
778,19971,38.7209,-75.076,DE
779,19958,38.7381,-75.1747,DE
780,19951,38.6723,-75.2236,DE
781,19966,38.6595,-75.2464,DE
782,19968,38.7687,-75.2953,DE
783,19969,38.7256,-75.3534,DE
784,19947,38.679,-75.3932,DE
785,19941,38.8057,-75.4056,DE
786,19960,38.8613,-75.4,DE
787,19963,38.9218,-75.4299,DE
788,19954,38.9114,-75.5064,DE
789,19952,38.924,-75.5843,DE
790,19950,38.8175,-75.5935,DE
791,19933,38.7366,-75.6088,DE
792,19973,38.6404,-75.6041,DE
793,19931,38.5685,-75.6243,DE
794,19956,38.5537,-75.5631,DE
795,19940,38.477,-75.5759,DE
796,21875,38.4445,-75.5583,MD
797,21804,38.3508,-75.5338,MD
798,21849,38.3914,-75.4737,MD
799,21850,38.3755,-75.4076,MD
800,21852,38.3287,-75.3755,MD
801,21874,38.3939,-75.3552,MD
802,21872,38.4121,-75.2811,MD
803,21862,38.4003,-75.2166,MD
804,21813,38.4296,-75.1855,MD
805,19975,38.4654,-75.1573,DE
806,19945,38.5177,-75.2006,DE
807,19939,38.5596,-75.2113,DE
808,19967,38.5496,-75.1232,DE
809,19970,38.5617,-75.0966,DE
810,19930,38.531,-75.0674,DE
811,19944,38.4865,-75.0589,DE
812,21843,38.3365,-75.0849,MD
813,21811,38.3475,-75.1866,MD
814,21841,38.2489,-75.2893,MD
815,21863,38.1868,-75.405,MD
816,21829,38.0958,-75.3902,MD
817,21864,38.0452,-75.4108,MD
818,23356,38.0064,-75.4029,VA
819,23336,37.9487,-75.4363,VA
820,23395,37.9699,-75.4716,VA
821,23415,37.9525,-75.5112,VA
822,23483,37.9437,-75.5023,VA
823,23337,37.9186,-75.4905,VA
824,23303,37.9073,-75.5089,VA
825,23416,37.9229,-75.5386,VA
826,23396,37.9237,-75.5551,VA
827,23442,37.8954,-75.5528,VA
828,23302,37.8658,-75.5277,VA
829,23407,37.846,-75.5666,VA
830,23414,37.8169,-75.5832,VA
831,23308,37.8273,-75.6156,VA
832,23412,37.7904,-75.6035,VA
833,23421,37.7744,-75.6386,VA
834,23357,37.7681,-75.6664,VA
835,23301,37.7159,-75.6803,VA
836,23441,37.7104,-75.7005,VA
837,23417,37.7102,-75.7528,VA
838,23418,37.6704,-75.6992,VA
839,23404,37.6534,-75.6735,VA
840,23480,37.6044,-75.6925,VA
841,23410,37.6407,-75.7454,VA
842,23401,37.6193,-75.7638,VA
843,23423,37.5423,-75.7412,VA
844,23486,37.5157,-75.8066,VA
845,23420,37.5828,-75.8066,VA
846,23422,37.6304,-75.8135,VA
847,23389,37.6618,-75.8305,VA
848,23358,37.6393,-75.865,VA
849,23341,37.5773,-75.8646,VA
850,23306,37.5645,-75.8694,VA
851,23345,37.5529,-75.878,VA
852,23482,37.5349,-75.8769,VA
853,23398,37.5343,-75.8771,VA
854,23350,37.5117,-75.8526,VA
855,23413,37.4728,-75.858,VA
856,23408,37.4556,-75.8473,VA
857,23354,37.4588,-75.9007,VA
858,23307,37.4321,-75.9043,VA
859,23405,37.4014,-75.9082,VA
860,23347,37.3526,-75.9458,VA
861,23419,37.3074,-75.9269,VA
862,23316,37.2896,-75.9713,VA
863,23310,37.2799,-75.9721,VA
864,23429,37.2711,-75.9536,VA
865,23313,37.2019,-75.9524,VA
866,23443,37.1882,-75.969,VA
867,23459,36.9216,-76.0171,VA
868,23451,36.8585,-76.0019,VA
869,23454,36.8282,-76.0237,VA
870,23460,36.808,-76.0284,VA
871,23479,36.7957,-76.0126,VA
872,23461,36.7754,-75.9633,VA
873,23456,36.7341,-76.0359,VA
874,23453,36.776,-76.0766,VA
875,23452,36.8348,-76.0961,VA
876,23450,36.844,-76.1204,VA
877,23455,36.8881,-76.1446,VA
878,23465,36.8512,-76.1692,VA
879,23458,36.8474,-76.1558,VA
880,23462,36.8392,-76.1522,VA
881,23464,36.7978,-76.1759,VA
882,23502,36.8546,-76.2143,VA
883,23509,36.8787,-76.2604,VA
884,23513,36.8914,-76.2396,VA
885,23501,36.8959,-76.2085,VA
886,23518,36.9202,-76.216,VA
887,23551,36.9312,-76.2397,VA
888,23506,36.9312,-76.2397,VA
889,23503,36.9442,-76.252,VA
890,23511,36.9356,-76.3034,VA
891,23505,36.9168,-76.2875,VA
892,23508,36.8859,-76.3004,VA
893,23517,36.8695,-76.2945,VA
894,23507,36.8645,-76.3004,VA
895,23707,36.8362,-76.344,VA
896,23709,36.8686,-76.3552,VA
897,23703,36.8695,-76.3869,VA
898,23435,36.8544,-76.4664,VA
899,23321,36.8012,-76.423,VA
900,23701,36.8089,-76.3671,VA
901,23323,36.7634,-76.3397,VA
902,23702,36.8035,-76.327,VA
903,23704,36.8298,-76.3146,VA
904,23510,36.8529,-76.2878,VA
905,23504,36.8586,-76.2686,VA
906,23523,36.8294,-76.2701,VA
907,23324,36.8056,-76.2666,VA
908,23325,36.814,-76.2406,VA
909,23326,36.777,-76.2394,VA
910,23320,36.7352,-76.2384,VA
911,23328,36.7085,-76.2785,VA
912,23322,36.6434,-76.242,VA
913,27976,36.4536,-76.3033,NC
914,27907,36.285,-76.2553,NC
915,27909,36.2951,-76.2445,NC
916,27906,36.2854,-76.2133,NC
917,27921,36.325,-76.15,NC
918,27974,36.2584,-76.0432,NC
919,27973,36.3779,-76.0945,NC
920,27958,36.4871,-76.1146,NC
921,23457,36.6224,-76.0249,VA
922,27950,36.5232,-75.9702,NC
923,27929,36.4398,-76.0055,NC
924,27956,36.3987,-76.0039,NC
925,27917,36.3588,-75.9793,NC
926,27923,36.3751,-75.934,NC
927,27927,36.3206,-75.8132,NC
928,27916,36.3045,-75.9029,NC
929,27965,36.2737,-75.9097,NC
930,27939,36.2339,-75.8768,NC
931,27947,36.1714,-75.8621,NC
932,27966,36.1207,-75.8273,NC
933,27941,36.1025,-75.8169,NC
934,27964,36.0781,-75.7983,NC
935,27949,36.0646,-75.7057,NC
936,27948,36.0088,-75.6757,NC
937,27959,35.8865,-75.6038,NC
938,27981,35.8622,-75.6437,NC
939,27954,35.8948,-75.6714,NC
940,27953,35.8238,-75.8467,NC
941,27978,35.6985,-75.7728,NC
942,27968,35.5935,-75.4679,NC
943,27982,35.565,-75.4663,NC
944,27972,35.5546,-75.4693,NC
945,27915,35.3521,-75.5104,NC
946,27920,35.2677,-75.5424,NC
947,27936,35.2338,-75.6145,NC
948,27943,35.2193,-75.6902,NC
949,27960,35.1397,-75.8931,NC
950,27824,35.5149,-76.0303,NC
951,27826,35.5659,-76.2318,NC
952,27885,35.4222,-76.2875,NC
953,28520,35.0082,-76.316,NC
954,28511,34.8888,-76.3521,NC
955,28577,34.8769,-76.3898,NC
956,28581,34.8412,-76.4289,NC
957,28524,34.7974,-76.4602,NC
958,28589,34.7893,-76.5052,NC
959,28579,34.7593,-76.5274,NC
960,28553,34.7265,-76.5173,NC
961,28528,34.7344,-76.5394,NC
962,28531,34.6966,-76.5583,NC
963,28516,34.758,-76.6228,NC
964,28512,34.6991,-76.7402,NC
965,28557,34.7253,-76.7531,NC
966,28575,34.6885,-76.8861,NC
967,28570,34.7551,-76.9069,NC
968,28532,34.8968,-76.89,NC
969,28533,34.9038,-76.9,NC
970,28510,35.0055,-76.8149,NC
971,28529,35.0668,-76.871,NC
972,28560,35.1204,-76.9842,NC
973,28519,35.1215,-77.0208,NC
974,28564,35.1109,-77.0634,NC
975,28561,35.1037,-77.0759,NC
976,28562,35.1004,-77.1029,NC
977,28573,35.0151,-77.2287,NC
978,28555,34.8691,-77.2315,NC
979,28582,34.7777,-77.1308,NC
980,28594,34.6662,-77.026,NC
981,28584,34.6991,-77.135,NC
982,28539,34.6993,-77.2079,NC
983,28544,34.727,-77.32,NC
984,28547,34.6909,-77.3614,NC
985,28545,34.6921,-77.3912,NC
986,28543,34.7354,-77.3831,NC
987,28546,34.774,-77.3781,NC
988,28540,34.7375,-77.4628,NC
989,28542,34.664,-77.4637,NC
990,28460,34.5426,-77.4038,NC
991,28445,34.4954,-77.555,NC
992,28443,34.3879,-77.6628,NC
993,28411,34.3033,-77.8039,NC
994,28480,34.2228,-77.7932,NC
995,28408,34.2127,-77.7922,NC
996,28403,34.2237,-77.8862,NC
997,28405,34.2651,-77.867,NC
998,28402,34.3405,-77.9014,NC
999,28429,34.3236,-77.9108,NC
1000,28401,34.2726,-77.9633,NC
1001,28451,34.268,-78.0578,NC
1002,28479,34.1553,-78.0558,NC
1003,28412,34.1572,-77.9141,NC
1004,28409,34.1663,-77.8723,NC
1005,28410,34.0881,-77.8526,NC
1006,28428,34.0366,-77.8963,NC
1007,28449,33.9927,-77.9099,NC
1008,28461,33.9654,-78.0359,NC
1009,28404,33.9263,-78.0713,NC
1010,28465,33.9161,-78.1255,NC
1011,28422,34.026,-78.1681,NC
1012,28462,34.0231,-78.2884,NC
1013,28470,33.9637,-78.4064,NC
1014,28459,33.9334,-78.4129,NC
1015,28469,33.8913,-78.4298,NC
1016,28468,33.8836,-78.52,NC
1017,28467,33.9047,-78.5744,NC
1018,28452,33.9973,-78.5541,NC
1019,28420,34.0659,-78.5056,NC
1020,28455,34.1153,-78.657,NC
1021,28432,34.1761,-78.7637,NC
1022,28463,34.1233,-78.8232,NC
1023,29545,34.1668,-78.9589,SC
1024,29569,34.0558,-78.9161,SC
1025,29528,33.9358,-78.9192,SC
1026,29568,33.9064,-78.7934,SC
1027,29566,33.8768,-78.6508,SC
1028,29582,33.8343,-78.6606,SC
1029,29598,33.816,-78.68,SC
1030,29572,33.7587,-78.8044,SC
1031,29577,33.6994,-78.9137,SC
1032,29579,33.7377,-78.9787,SC
1033,29578,33.7389,-78.9996,SC
1034,29588,33.7226,-78.9782,SC
1035,29575,33.6286,-78.9736,SC
1036,29587,33.6211,-78.9632,SC
1037,29576,33.5507,-79.0528,SC
1038,29585,33.4508,-79.1341,SC
1039,29442,33.4037,-79.2264,SC
1040,29440,33.4308,-79.3235,SC
1041,29510,33.4525,-79.5604,SC
1042,29453,33.2221,-79.6282,SC
1043,29458,33.1194,-79.5074,SC
1044,29429,33.0063,-79.6561,SC
1045,29450,33.0439,-79.7841,SC
1046,29492,32.9668,-79.8528,SC
1047,29423,32.8488,-79.8577,SC
1048,29465,32.8488,-79.8577,SC
1049,29402,32.8488,-79.8577,SC
1050,29464,32.8473,-79.8206,SC
1051,29466,32.8674,-79.8049,SC
1052,29451,32.7943,-79.7729,SC
1053,29482,32.7637,-79.8399,SC
1054,29439,32.663,-79.927,SC
1055,29412,32.718,-79.9537,SC
1056,29401,32.7795,-79.9371,SC
1057,29424,32.7831,-79.937,SC
1058,29425,32.7862,-79.9471,SC
1059,29403,32.7976,-79.9493,SC
1060,29409,32.7961,-79.9605,SC
1061,29407,32.7993,-80.006,SC
1062,29405,32.853,-79.9913,SC
1063,29414,32.8215,-80.0568,SC
1064,29457,32.7924,-80.1081,SC
1065,29470,32.7881,-80.2223,SC
1066,29426,32.779,-80.3288,SC
1067,29449,32.7105,-80.2744,SC
1068,29487,32.6529,-80.1829,SC
1069,29438,32.5486,-80.307,SC
1070,29446,32.6628,-80.528,SC
1071,29452,32.7305,-80.4609,SC
1072,29435,32.9612,-80.4794,SC
1073,29474,32.9405,-80.5739,SC
1074,29488,32.9252,-80.7032,SC
1075,29433,33.0614,-80.6312,SC
1076,29447,33.0863,-80.6228,SC
1077,29471,33.1872,-80.6672,SC
1078,29477,33.1845,-80.5732,SC
1079,29448,33.2205,-80.4501,SC
1080,29437,33.1247,-80.4034,SC
1081,29472,33.108,-80.3086,SC
1082,29484,33.0023,-80.2267,SC
1083,29485,32.9756,-80.1831,SC
1084,29486,33.0185,-80.1756,SC
1085,29483,33.028,-80.1739,SC
1086,29456,32.993,-80.1257,SC
1087,29420,32.9336,-80.1026,SC
1088,29404,32.8982,-80.0686,SC
1089,29418,32.8929,-80.0458,SC
1090,29406,32.9352,-80.0325,SC
1091,29410,32.9302,-80.0027,SC
1092,29445,33.058,-80.0101,SC
1093,29461,33.1971,-80.0233,SC
1094,29469,33.2241,-80.0398,SC
1095,29434,33.1362,-79.8826,SC
1096,29431,33.2703,-79.8736,SC
1097,29479,33.3362,-79.9236,SC
1098,29476,33.3971,-79.9717,SC
1099,29468,33.4199,-80.0932,SC
1100,29436,33.3364,-80.1859,SC
1101,29048,33.3922,-80.32,SC
1102,29059,33.3276,-80.4024,SC
1103,29163,33.4139,-80.4617,SC
1104,29142,33.4835,-80.4805,SC
1105,29148,33.5946,-80.3606,SC
1106,29102,33.6184,-80.2116,SC
1107,29143,33.6884,-80.2081,SC
1108,29041,33.6884,-80.2081,SC
1109,29001,33.7684,-80.1788,SC
1110,29051,33.8644,-80.1276,SC
1111,29104,33.9502,-80.2173,SC
1112,29153,33.9446,-80.3206,SC
1113,29150,33.9137,-80.3542,SC
1114,29151,33.8999,-80.3743,SC
1115,29154,33.8821,-80.4028,SC
1116,29125,33.7642,-80.4978,SC
1117,29168,33.8953,-80.498,SC
1118,29152,33.9803,-80.4811,SC
1119,29040,34.0144,-80.4665,SC
1120,29128,34.1085,-80.4945,SC
1121,29062,34.0213,-80.5659,SC
1122,29044,33.9153,-80.6996,SC
1123,29052,33.8455,-80.7532,SC
1124,29061,33.9349,-80.8449,SC
1125,29209,33.9659,-80.9355,SC
1126,29207,34.0197,-80.9391,SC
1127,29206,34.0247,-80.9532,SC
1128,29292,34.006,-80.9708,SC
1129,29202,33.9625,-80.9797,SC
1130,29205,33.9903,-80.9997,SC
1131,29208,33.9937,-81.0199,SC
1132,29201,34.0004,-81.0334,SC
1133,29204,34.026,-81.0046,SC
1134,29203,34.0635,-81.0265,SC
1135,29230,34.1075,-81.0626,SC
1136,29210,34.0479,-81.1101,SC
1137,29212,34.0726,-81.1796,SC
1138,29063,34.1103,-81.1966,SC
1139,29002,34.1265,-81.2348,SC
1140,29177,34.1504,-81.2601,SC
1141,29036,34.1312,-81.3318,SC
1142,29054,33.9581,-81.3914,SC
1143,29070,33.9132,-81.4598,SC
1144,29006,33.8702,-81.5505,SC
1145,29105,33.8084,-81.5956,SC
1146,29129,33.8714,-81.6559,SC
1147,29166,33.8849,-81.7283,SC
1148,29138,34.0175,-81.7754,SC
1149,29832,33.8231,-81.7972,SC
1150,29824,33.8056,-81.966,SC
1151,29847,33.6938,-81.8534,SC
1152,29850,33.6126,-81.8098,SC
1153,29829,33.563,-81.8147,SC
1154,29851,33.526,-81.7956,SC
1155,29828,33.5182,-81.8277,SC
1156,29834,33.5179,-81.844,SC
1157,29816,33.5046,-81.869,SC
1158,29822,33.4997,-81.8649,SC
1159,29842,33.4707,-81.8639,SC
1160,29831,33.3389,-81.7976,SC
1161,29809,33.413,-81.69,SC
1162,29803,33.5059,-81.6951,SC
1163,29801,33.553,-81.7194,SC
1164,29802,33.5604,-81.7196,SC
1165,29805,33.6993,-81.6465,SC
1166,29808,33.5377,-81.5999,SC
1167,29839,33.5073,-81.5992,SC
1168,29856,33.4674,-81.5136,SC
1169,29853,33.3926,-81.4161,SC
1170,29826,33.3804,-81.3796,SC
1171,29812,33.2335,-81.3523,SC
1172,29813,33.2735,-81.247,SC
1173,29817,33.3645,-81.2718,SC
1174,29146,33.5343,-81.2499,SC
1175,29137,33.5972,-81.3184,SC
1176,29164,33.6494,-81.3995,SC
1177,29123,33.7766,-81.2502,SC
1178,29073,33.8632,-81.2351,SC
1179,29071,33.9252,-81.2483,SC
1180,29171,33.9252,-81.2483,SC
1181,29228,33.9252,-81.2483,SC
1182,29072,33.9724,-81.2359,SC
1183,29170,33.9568,-81.1405,SC
1184,29169,33.995,-81.0888,SC
1185,29033,33.9626,-81.0671,SC
1186,29172,33.9,-81.091,SC
1187,29053,33.8337,-81.1174,SC
1188,29160,33.7339,-81.0933,SC
1189,29112,33.6211,-81.0601,SC
1190,29107,33.5343,-81.0834,SC
1191,29113,33.4534,-81.1097,SC
1192,29042,33.3209,-81.1407,SC
1193,29003,33.2779,-81.0177,SC
1194,29038,33.3726,-80.9631,SC
1195,29039,33.4275,-80.8857,SC
1196,29133,33.3703,-80.8331,SC
1197,29117,33.442,-80.7975,SC
1198,29116,33.4959,-80.8246,SC
1199,29115,33.5025,-80.8593,SC
1200,29118,33.5675,-80.9248,SC
1201,29135,33.6967,-80.8678,SC
1202,29030,33.5703,-80.7081,SC
1203,29047,33.4906,-80.5678,SC
1204,29018,33.3475,-80.6709,SC
1205,29432,33.2628,-80.8059,SC
1206,29481,33.0963,-80.813,SC
1207,29493,33.0327,-80.8445,SC
1208,29475,33.0103,-80.8137,SC
1209,29929,32.9503,-80.8916,SC
1210,29082,33.0377,-80.9417,SC
1211,29081,33.1044,-81.0221,SC
1212,29843,33.1836,-81.164,SC
1213,29849,33.0988,-81.2068,SC
1214,29846,33.0241,-81.2258,SC
1215,29911,32.9413,-81.1807,SC
1216,29913,32.9299,-81.1846,SC
1217,29827,32.9515,-81.2586,SC
1218,29810,33.0077,-81.3203,SC
1219,29836,33.1093,-81.5003,SC
1220,30426,33.0437,-81.7106,GA
1221,30456,32.9809,-81.773,GA
1222,30822,32.9129,-81.8538,GA
1223,30830,33.1013,-81.9908,GA
1224,30906,33.3589,-82.0099,GA
1225,30815,33.3433,-82.0887,GA
1226,30999,33.386,-82.091,GA
1227,30812,33.386,-82.091,GA
1228,30905,33.413,-82.1337,GA
1229,30909,33.4717,-82.0834,GA
1230,30904,33.4737,-82.0131,GA
1231,30912,33.4705,-81.9881,GA
1232,30901,33.4601,-81.973,GA
1233,29861,33.5018,-81.9651,SC
1234,29841,33.5251,-81.9394,SC
1235,29860,33.6028,-81.9748,SC
1236,30907,33.5229,-82.0852,GA
1237,30809,33.5412,-82.1398,GA
1238,29821,33.6505,-82.1488,SC
1239,29838,33.7052,-82.2187,SC
1240,30802,33.6271,-82.2856,GA
1241,30917,33.5277,-82.2355,GA
1242,30813,33.4766,-82.2409,GA
1243,30814,33.417,-82.3097,GA
1244,30808,33.407,-82.3955,GA
1245,30824,33.4774,-82.4942,GA
1246,30806,33.528,-82.5104,GA
1247,30819,33.4324,-82.6252,GA
1248,30828,33.4091,-82.6357,GA
1249,30807,33.4535,-82.646,GA
1250,30821,33.4789,-82.7356,GA
1251,30664,33.56,-82.7948,GA
1252,30631,33.5708,-82.8872,GA
1253,30673,33.7265,-82.7429,GA
1254,30668,33.8778,-82.747,GA
1255,30660,33.7856,-82.9504,GA
1256,30667,33.7715,-83.1159,GA
1257,30671,33.7405,-83.1706,GA
1258,30669,33.6345,-83.0879,GA
1259,30642,33.5637,-83.1702,GA
1260,30665,33.5619,-83.0742,GA
1261,30678,33.4581,-83.0802,GA
1262,31087,33.2571,-83.0892,GA
1263,31024,33.3127,-83.3628,GA
1264,31026,33.3304,-83.377,GA
1265,30625,33.5368,-83.3435,GA
1266,30650,33.5947,-83.4618,GA
1267,30663,33.6163,-83.6023,GA
1268,30025,33.6791,-83.6835,GA
1269,30641,33.7613,-83.595,GA
1270,30623,33.7373,-83.5143,GA
1271,30645,33.8013,-83.5164,GA
1272,30621,33.8081,-83.4777,GA
1273,30638,33.7558,-83.4201,GA
1274,30677,33.8542,-83.408,GA
1275,30622,33.934,-83.5055,GA
1276,30666,33.9602,-83.5893,GA
1277,30680,33.9985,-83.7115,GA
1278,30620,33.9261,-83.7282,GA
1279,30656,33.8386,-83.7104,GA
1280,30655,33.7883,-83.7013,GA
1281,30018,33.718,-83.8015,GA
1282,30054,33.6706,-83.874,GA
1283,30070,33.5712,-83.8951,GA
1284,30015,33.5558,-83.8649,GA
1285,30014,33.5293,-83.8496,GA
1286,30016,33.5146,-83.8626,GA
1287,30055,33.4314,-83.7908,GA
1288,30056,33.5149,-83.7072,GA
1289,31085,33.435,-83.6269,GA
1290,31064,33.3118,-83.714,GA
1291,31038,33.1421,-83.6404,GA
1292,31032,33.0172,-83.54,GA
1293,31033,33.0519,-83.4312,GA
1294,31059,33.0846,-83.238,GA
1295,31061,33.08,-83.2379,GA
1296,31062,33.0491,-83.2174,GA
1297,31034,33.0227,-83.247,GA
1298,31031,32.8813,-83.3029,GA
1299,31054,32.8468,-83.204,GA
1300,31042,32.8088,-83.174,GA
1301,31090,32.8219,-83.0844,GA
1302,31067,32.8554,-82.9499,GA
1303,31089,32.9063,-82.84,GA
1304,31082,32.975,-82.8406,GA
1305,31094,33.1255,-82.8039,GA
1306,31045,33.2963,-82.7774,GA
1307,30820,33.2052,-82.6817,GA
1308,30810,33.2471,-82.5766,GA
1309,30803,33.141,-82.515,GA
1310,30823,33.1894,-82.4597,GA
1311,30833,33.2104,-82.381,GA
1312,30818,33.2652,-82.3294,GA
1313,30805,33.2941,-82.203,GA
1314,30816,33.1719,-82.1834,GA
1315,30811,33.0918,-82.2265,GA
1316,30441,32.8638,-82.2042,GA
1317,30434,33.0163,-82.3836,GA
1318,30477,32.8747,-82.4025,GA
1319,30413,32.8632,-82.4708,GA
1320,31018,32.9443,-82.6227,GA
1321,31035,32.842,-82.7159,GA
1322,31096,32.7219,-82.7262,GA
1323,31049,32.7078,-82.5274,GA
1324,31002,32.5635,-82.5695,GA
1325,30447,32.5041,-82.4848,GA
1326,30448,32.4759,-82.3726,GA
1327,30464,32.4459,-82.2587,GA
1328,30401,32.5699,-82.3462,GA
1329,30471,32.6129,-82.1979,GA
1330,30425,32.6549,-82.1002,GA
1331,30442,32.7877,-81.9618,GA
1332,30455,32.723,-81.7933,GA
1333,30467,32.7439,-81.6287,GA
1334,30446,32.581,-81.4826,GA
1335,30449,32.5281,-81.5332,GA
1336,30424,32.5771,-81.7151,GA
1337,30461,32.45,-81.7158,GA
1338,30459,32.447,-81.7777,GA
1339,30458,32.4408,-81.774,GA
1340,30460,32.4179,-81.7823,GA
1341,30452,32.3382,-81.8728,GA
1342,30450,32.555,-81.9123,GA
1343,30439,32.401,-82.0607,GA
1344,30451,32.4143,-82.0867,GA
1345,30420,32.2642,-82.1333,GA
1346,30421,32.1852,-82.1095,GA
1347,30453,32.0548,-82.1478,GA
1348,30436,32.1711,-82.3078,GA
1349,30475,32.1775,-82.3739,GA
1350,30474,32.1934,-82.4067,GA
1351,30410,32.2143,-82.4762,GA
1352,30412,32.0775,-82.4825,GA
1353,30473,32.0483,-82.5089,GA
1354,31539,31.8606,-82.5909,GA
1355,31549,31.9251,-82.7073,GA
1356,31532,31.7226,-82.7526,GA
1357,31567,31.6143,-82.7243,GA
1358,31554,31.4498,-82.6032,GA
1359,31510,31.5465,-82.4633,GA
1360,31513,31.7837,-82.3486,GA
1361,31515,31.7177,-82.2997,GA
1362,31563,31.6489,-82.1982,GA
1363,31518,31.4833,-82.215,GA
1364,31551,31.4783,-82.217,GA
1365,31557,31.3903,-82.1274,GA
1366,31556,31.4126,-82.1155,GA
1367,31560,31.5168,-82.0397,GA
1368,31555,31.6999,-81.9943,GA
1369,31545,31.6043,-81.8871,GA
1370,31599,31.5782,-81.8802,GA
1371,31546,31.5319,-81.8049,GA
1372,31316,31.7705,-81.7453,GA
1373,31333,31.7705,-81.6208,GA
1374,31301,31.7741,-81.6186,GA
1375,31313,31.8513,-81.6072,GA
1376,31315,31.8938,-81.5902,GA
1377,31314,31.8701,-81.6318,GA
1378,30427,31.9467,-81.9483,GA
1379,30499,32.0507,-81.9983,GA
1380,30438,32.0507,-81.9983,GA
1381,30429,32.156,-81.9337,GA
1382,30417,32.165,-81.908,GA
1383,30414,32.1634,-81.8719,GA
1384,30423,32.1519,-81.8346,GA
1385,31321,32.1812,-81.6656,GA
1386,30415,32.294,-81.628,GA
1387,31308,32.1273,-81.4983,GA
1388,31307,32.1736,-81.3992,GA
1389,31318,32.1499,-81.3722,GA
1390,31302,32.1177,-81.3085,GA
1391,31322,32.1149,-81.252,GA
1392,31408,32.1082,-81.1746,GA
1393,31407,32.1672,-81.1999,GA
1394,29927,32.2635,-81.0669,SC
1395,31326,32.2852,-81.2875,GA
1396,31312,32.314,-81.3896,GA
1397,31329,32.3697,-81.3618,GA
1398,31303,32.5126,-81.3086,GA
1399,29943,32.468,-81.1667,SC
1400,29934,32.5931,-81.1078,SC
1401,29922,32.6007,-81.2396,SC
1402,29939,32.6786,-81.2455,SC
1403,29921,32.6816,-81.1882,SC
1404,29918,32.7375,-81.2178,SC
1405,29932,32.8138,-81.2398,SC
1406,29923,32.8596,-81.239,SC
1407,29933,32.7888,-81.1269,SC
1408,29924,32.8729,-81.0973,SC
1409,29944,32.8349,-81.0288,SC
1410,29916,32.723,-80.9634,SC
1411,29912,32.5827,-80.9307,SC
1412,29936,32.4868,-80.9257,SC
1413,29941,32.5431,-80.8126,SC
1414,29945,32.643,-80.8129,SC
1415,29940,32.5693,-80.7192,SC
1416,29931,32.5384,-80.7026,SC
1417,29914,32.5527,-80.677,SC
1418,29907,32.4541,-80.6003,SC
1419,29901,32.4244,-80.5653,SC
1420,29920,32.3716,-80.5383,SC
1421,29905,32.3401,-80.689,SC
1422,29935,32.3874,-80.6844,SC
1423,29904,32.3906,-80.661,SC
1424,29938,32.3906,-80.661,SC
1425,29902,32.4316,-80.6698,SC
1426,29903,32.444,-80.7352,SC
1427,29906,32.3823,-80.7603,SC
1428,29909,32.3301,-80.8435,SC
1429,29910,32.2513,-80.8721,SC
1430,29925,32.2132,-80.7997,SC
1431,29926,32.2077,-80.7476,SC
1432,29928,32.1665,-80.7569,SC
1433,29915,32.1145,-80.8686,SC
1434,31328,32.0068,-80.8509,GA
1435,31410,32.0175,-80.997,GA
1436,31411,31.9268,-81.0381,GA
1437,31421,31.9714,-81.0716,GA
1438,31403,31.9714,-81.0716,GA
1439,31406,31.989,-81.0979,GA
1440,31416,32.0053,-81.0477,GA
1441,31404,32.0543,-81.0492,GA
1442,31401,32.0749,-81.0883,GA
1443,31415,32.0753,-81.1289,GA
1444,31405,32.0391,-81.1242,GA
1445,31409,32.0093,-81.157,GA
1446,31419,31.9959,-81.2358,GA
1447,31324,31.8962,-81.294,GA
1448,31309,31.8645,-81.4232,GA
1449,31320,31.8018,-81.3909,GA
